36.798007,127.081825,0,0,1616511605.0,2021-03-24 00:00:05
36.798002,127.081825,0,0,1616511610.0,2021-03-24 00:00:10
36.798014,127.08183899999999,0,0,1616511615.0,2021-03-24 00:00:15
36.798004,127.08183899999999,0,0,1616511620.0,2021-03-24 00:00:20
36.798004999999996,127.081829,0,0,1616511625.0,2021-03-24 00:00:25
36.797993999999996,127.081825,0,0,1616511630.0,2021-03-24 00:00:30
36.798012,127.081824,0,0,1616511635.0,2021-03-24 00:00:35
36.797997,127.081829,0,0,1616511640.0,2021-03-24 00:00:40
36.797999,127.081831,0,0,1616511645.0,2021-03-24 00:00:45
36.798001,127.081829,0,0,1616511650.0,2021-03-24 00:00:50
36.797997,127.081825,0,0,1616511655.0,2021-03-24 00:00:55
36.798006,127.081829,0,0,1616511660.0,2021-03-24 00:01:00
36.797997,127.081841,0,0,1616511665.0,2021-03-24 00:01:05
36.797999,127.081829,0,0,1616511670.0,2021-03-24 00:01:10
36.797997,127.081834,0,0,1616511675.0,2021-03-24 00:01:15
36.797993999999996,127.08183799999999,0,0,1616511680.0,2021-03-24 00:01:20
36.797999,127.081836,0,0,1616511685.0,2021-03-24 00:01:25
36.797999,127.08184,0,0,1616511690.0,2021-03-24 00:01:30
36.798013,127.08182199999999,0,0,1616511695.0,2021-03-24 00:01:35
36.798014,127.08182699999999,0,0,1616511700.0,2021-03-24 00:01:40
36.798003,127.081835,0,0,1616511705.0,2021-03-24 00:01:45
36.797997,127.081824,0,0,1616511710.0,2021-03-24 00:01:50
36.797998,127.08183,0,0,1616511715.0,2021-03-24 00:01:55
36.798009,127.08184,0,0,1616511720.0,2021-03-24 00:02:00
36.797998,127.08183,0,0,1616511725.0,2021-03-24 00:02:05
36.797999,127.081825,0,0,1616511730.0,2021-03-24 00:02:10
36.798014,127.08183899999999,0,0,1616511735.0,2021-03-24 00:02:15
36.798002,127.08182599999999,0,0,1616511740.0,2021-03-24 00:02:20
36.798014,127.08182599999999,0,0,1616511745.0,2021-03-24 00:02:25
36.798004999999996,127.08183199999999,0,0,1616511750.0,2021-03-24 00:02:30
36.797996,127.08183899999999,0,0,1616511755.0,2021-03-24 00:02:35
36.797995,127.08184,0,0,1616511760.0,2021-03-24 00:02:40
36.798003,127.08184,0,0,1616511765.0,2021-03-24 00:02:45
36.798,127.081835,0,0,1616511770.0,2021-03-24 00:02:50
